Date,Time,Open,High,Low,Close,Volume
2023-06-05,09:15:00,18612.0,18636.15,18610.9,18626.7,0
2023-06-05,09:18:00,18626.35,18628.65,18606.65,18610.4,0
2023-06-05,09:21:00,18609.9,18613.1,18600.05,18609.2,0
2023-06-05,09:24:00,18609.7,18617.7,18607.7,18608.8,0
2023-06-05,09:27:00,18608.45,18612.95,18602.8,18612.0,0
2023-06-05,09:30:00,18611.8,18617.25,18603.7,18604.0,0
2023-06-05,09:33:00,18605.05,18605.45,18584.65,18592.65,0
2023-06-05,09:36:00,18592.75,18609.2,18582.8,18609.2,0
2023-06-05,09:39:00,18608.65,18609.7,18600.4,18601.95,0
2023-06-05,09:42:00,18601.8,18606.25,18598.6,18605.3,0
2023-06-05,09:45:00,18605.0,18615.15,18604.8,18614.4,0
2023-06-05,09:48:00,18614.1,18620.05,18613.1,18618.75,0
2023-06-05,09:51:00,18619.15,18620.7,18606.4,18609.35,0
2023-06-05,09:54:00,18609.0,18618.4,18608.0,18616.45,0
2023-06-05,09:57:00,18616.3,18622.5,18614.9,18619.35,0
2023-06-05,10:00:00,18620.35,18623.9,18619.2,18619.65,0
2023-06-05,10:03:00,18619.55,18620.75,18615.9,18619.1,0
2023-06-05,10:06:00,18619.6,18622.35,18614.6,18618.95,0
2023-06-05,10:09:00,18619.0,18622.55,18612.7,18619.85,0
2023-06-05,10:12:00,18620.4,18620.85,18614.7,18618.3,0
2023-06-05,10:15:00,18617.75,18620.85,18616.75,18620.35,0
2023-06-05,10:18:00,18620.05,18625.9,18619.3,18624.45,0
2023-06-05,10:21:00,18624.4,18629.8,18624.4,18626.1,0
2023-06-05,10:24:00,18625.75,18630.25,18623.15,18629.4,0
2023-06-05,10:27:00,18629.8,18629.8,18617.8,18618.5,0
2023-06-05,10:30:00,18618.65,18618.75,18612.75,18615.8,0
2023-06-05,10:33:00,18615.7,18618.55,18614.8,18616.8,0
2023-06-05,10:36:00,18617.45,18618.15,18613.2,18615.05,0
2023-06-05,10:39:00,18615.55,18615.8,18609.95,18610.95,0
2023-06-05,10:42:00,18611.05,18615.45,18609.2,18615.05,0
2023-06-05,10:45:00,18615.05,18621.55,18614.9,18619.65,0
2023-06-05,10:48:00,18620.0,18620.0,18615.9,18616.35,0
2023-06-05,10:51:00,18616.6,18617.2,18614.7,18615.2,0
2023-06-05,10:54:00,18615.4,18620.0,18614.2,18617.25,0
2023-06-05,10:57:00,18617.85,18622.1,18615.5,18620.5,0
2023-06-05,11:00:00,18621.75,18624.9,18621.35,18622.8,0
2023-06-05,11:03:00,18622.85,18627.05,18622.45,18626.5,0
2023-06-05,11:06:00,18625.55,18630.5,18625.55,18630.5,0
2023-06-05,11:09:00,18629.15,18636.4,18627.95,18635.65,0
2023-06-05,11:12:00,18635.05,18635.2,18631.2,18631.5,0
2023-06-05,11:15:00,18631.3,18635.6,18631.05,18635.2,0
2023-06-05,11:18:00,18635.55,18638.8,18634.3,18635.6,0
2023-06-05,11:21:00,18635.45,18640.15,18635.1,18638.25,0
2023-06-05,11:24:00,18638.7,18639.2,18635.1,18635.45,0
2023-06-05,11:27:00,18636.5,18637.6,18634.7,18636.6,0
2023-06-05,11:30:00,18636.55,18637.15,18629.7,18629.7,0
2023-06-05,11:33:00,18629.95,18630.15,18622.05,18623.7,0
2023-06-05,11:36:00,18623.6,18629.05,18622.95,18626.9,0
2023-06-05,11:39:00,18626.95,18629.75,18626.0,18626.6,0
2023-06-05,11:42:00,18626.05,18628.9,18623.4,18625.65,0
2023-06-05,11:45:00,18625.3,18629.0,18624.15,18628.05,0
2023-06-05,11:48:00,18628.55,18631.75,18627.95,18630.45,0
2023-06-05,11:51:00,18630.7,18631.5,18626.5,18627.0,0
2023-06-05,11:54:00,18626.9,18627.1,18618.9,18620.1,0
2023-06-05,11:57:00,18619.65,18621.35,18617.85,18619.0,0
2023-06-05,12:00:00,18618.4,18624.85,18616.2,18622.25,0
2023-06-05,12:03:00,18622.1,18624.0,18620.2,18622.0,0
2023-06-05,12:06:00,18621.75,18622.8,18617.4,18620.95,0
2023-06-05,12:09:00,18621.2,18626.55,18619.7,18625.75,0
2023-06-05,12:12:00,18625.6,18628.9,18623.55,18625.9,0
2023-06-05,12:15:00,18626.4,18629.3,18625.8,18627.75,0
2023-06-05,12:18:00,18627.45,18627.85,18619.75,18620.45,0
2023-06-05,12:21:00,18620.4,18623.2,18614.85,18622.85,0
2023-06-05,12:24:00,18622.9,18624.6,18615.0,18615.4,0
2023-06-05,12:27:00,18614.95,18619.6,18613.65,18618.15,0
2023-06-05,12:30:00,18617.9,18619.3,18612.7,18613.3,0
2023-06-05,12:33:00,18613.55,18613.55,18609.5,18610.95,0
2023-06-05,12:36:00,18610.85,18614.2,18609.9,18613.25,0
2023-06-05,12:39:00,18612.9,18613.3,18606.25,18608.3,0
2023-06-05,12:42:00,18608.9,18614.55,18608.25,18611.1,0
2023-06-05,12:45:00,18610.9,18615.9,18610.1,18614.9,0
2023-06-05,12:48:00,18615.35,18615.75,18610.8,18613.05,0
2023-06-05,12:51:00,18613.1,18614.25,18608.85,18609.55,0
2023-06-05,12:54:00,18609.85,18610.6,18607.05,18609.65,0
2023-06-05,12:57:00,18609.5,18614.15,18608.6,18613.45,0
2023-06-05,13:00:00,18613.25,18615.2,18610.35,18615.05,0
2023-06-05,13:03:00,18615.2,18615.2,18611.6,18612.55,0
2023-06-05,13:06:00,18612.7,18614.0,18610.9,18613.15,0
2023-06-05,13:09:00,18613.1,18613.5,18608.9,18609.75,0
2023-06-05,13:12:00,18610.45,18611.95,18602.95,18606.55,0
2023-06-05,13:15:00,18606.4,18612.05,18605.25,18611.05,0
2023-06-05,13:18:00,18610.9,18615.6,18610.5,18613.9,0
2023-06-05,13:21:00,18614.3,18618.3,18612.5,18617.35,0
2023-06-05,13:24:00,18617.0,18619.65,18614.4,18616.35,0
2023-06-05,13:27:00,18615.95,18615.95,18611.45,18613.4,0
2023-06-05,13:30:00,18613.05,18615.25,18611.5,18613.5,0
2023-06-05,13:33:00,18613.5,18616.3,18613.5,18614.75,0
2023-06-05,13:36:00,18614.6,18615.5,18611.85,18613.25,0
2023-06-05,13:39:00,18612.9,18615.45,18611.85,18612.65,0
2023-06-05,13:42:00,18612.55,18613.35,18607.55,18610.1,0
2023-06-05,13:45:00,18610.25,18612.55,18606.75,18612.0,0
2023-06-05,13:48:00,18610.9,18612.55,18607.05,18607.05,0
2023-06-05,13:51:00,18607.1,18623.25,18606.1,18622.3,0
2023-06-05,13:54:00,18622.8,18626.2,18620.6,18624.65,0
2023-06-05,13:57:00,18625.0,18626.65,18623.1,18624.15,0
2023-06-05,14:00:00,18624.15,18627.25,18623.05,18627.0,0
2023-06-05,14:03:00,18626.85,18629.65,18619.25,18621.5,0
2023-06-05,14:06:00,18621.3,18625.35,18616.35,18620.85,0
2023-06-05,14:09:00,18621.4,18622.15,18613.1,18613.65,0
2023-06-05,14:12:00,18613.4,18619.3,18612.9,18617.9,0
2023-06-05,14:15:00,18618.6,18623.5,18617.75,18620.65,0
2023-06-05,14:18:00,18620.4,18624.55,18620.4,18621.3,0
2023-06-05,14:21:00,18621.5,18621.5,18616.1,18619.2,0
2023-06-05,14:24:00,18619.2,18620.7,18614.25,18618.95,0
2023-06-05,14:27:00,18619.15,18622.35,18617.95,18618.9,0
2023-06-05,14:30:00,18619.0,18623.95,18617.05,18617.75,0
2023-06-05,14:33:00,18617.45,18618.6,18610.95,18613.6,0
2023-06-05,14:36:00,18614.35,18618.8,18612.6,18615.75,0
2023-06-05,14:39:00,18616.1,18620.55,18613.35,18619.55,0
2023-06-05,14:42:00,18620.0,18622.2,18617.1,18617.1,0
2023-06-05,14:45:00,18617.05,18621.25,18613.15,18615.1,0
2023-06-05,14:48:00,18614.95,18618.1,18614.95,18617.7,0
2023-06-05,14:51:00,18617.8,18619.3,18615.35,18616.35,0
2023-06-05,14:54:00,18616.0,18617.65,18608.25,18613.65,0
2023-06-05,14:57:00,18614.7,18619.2,18601.5,18610.3,0
2023-06-05,15:00:00,18609.8,18610.3,18591.95,18594.0,0
2023-06-05,15:03:00,18593.8,18598.5,18592.55,18594.85,0
2023-06-05,15:06:00,18594.45,18595.7,18588.0,18594.4,0
2023-06-05,15:09:00,18594.1,18594.3,18587.65,18588.7,0
2023-06-05,15:12:00,18589.8,18593.8,18585.95,18593.25,0
2023-06-05,15:15:00,18593.55,18603.6,18591.75,18592.15,0
2023-06-05,15:18:00,18591.4,18594.85,18585.45,18587.05,0
2023-06-05,15:21:00,18588.1,18599.05,18588.1,18598.75,0
2023-06-05,15:24:00,18598.45,18600.2,18595.0,18595.9,0
2023-06-05,15:27:00,18595.55,18600.45,18594.2,18599.9,0
2023-06-06,09:15:00,18600.8,18613.05,18581.7,18588.7,0
2023-06-06,09:18:00,18588.1,18604.85,18588.1,18597.9,0
2023-06-06,09:21:00,18597.8,18602.5,18595.75,18596.05,0
2023-06-06,09:24:00,18595.8,18600.7,18584.15,18592.2,0
2023-06-06,09:27:00,18592.75,18603.4,18589.45,18603.25,0
2023-06-06,09:30:00,18602.8,18606.55,18598.75,18600.2,0
2023-06-06,09:33:00,18600.1,18604.95,18600.1,18601.9,0
2023-06-06,09:36:00,18601.8,18614.55,18600.6,18614.3,0
2023-06-06,09:39:00,18614.1,18618.05,18604.6,18605.9,0
2023-06-06,09:42:00,18605.7,18612.0,18605.15,18610.15,0
2023-06-06,09:45:00,18610.55,18612.65,18606.1,18606.25,0
2023-06-06,09:48:00,18606.65,18606.65,18597.35,18598.75,0
2023-06-06,09:51:00,18599.45,18601.4,18588.8,18590.5,0
2023-06-06,09:54:00,18590.15,18590.45,18581.85,18583.35,0
2023-06-06,09:57:00,18583.05,18588.15,18581.2,18584.85,0
2023-06-06,10:00:00,18584.5,18588.85,18578.1,18583.2,0
2023-06-06,10:03:00,18583.45,18584.2,18569.35,18576.55,0
2023-06-06,10:06:00,18577.15,18578.95,18573.2,18578.95,0
2023-06-06,10:09:00,18578.65,18590.35,18578.65,18587.95,0
2023-06-06,10:12:00,18587.4,18588.45,18579.85,18580.6,0
2023-06-06,10:15:00,18580.6,18581.5,18572.55,18572.85,0
2023-06-06,10:18:00,18573.15,18576.65,18572.1,18576.2,0
2023-06-06,10:21:00,18576.15,18577.8,18573.7,18575.1,0
2023-06-06,10:24:00,18574.85,18577.6,18573.65,18576.65,0
2023-06-06,10:27:00,18575.9,18576.4,18565.35,18566.1,0
2023-06-06,10:30:00,18566.35,18570.65,18565.9,18569.95,0
2023-06-06,10:33:00,18569.75,18576.3,18569.1,18573.35,0
2023-06-06,10:36:00,18573.75,18576.5,18570.7,18572.0,0
2023-06-06,10:39:00,18572.3,18576.25,18568.2,18568.7,0
2023-06-06,10:42:00,18568.0,18569.95,18564.55,18565.1,0
2023-06-06,10:45:00,18564.95,18568.7,18563.7,18567.7,0
2023-06-06,10:48:00,18567.95,18568.35,18552.85,18555.25,0
2023-06-06,10:51:00,18555.85,18557.05,18551.15,18556.0,0
2023-06-06,10:54:00,18556.0,18558.45,18553.55,18555.8,0
2023-06-06,10:57:00,18555.2,18559.15,18554.55,18559.15,0
2023-06-06,11:00:00,18558.6,18559.35,18551.6,18555.25,0
2023-06-06,11:03:00,18555.5,18559.45,18554.3,18554.35,0
2023-06-06,11:06:00,18553.95,18556.95,18551.6,18554.25,0
2023-06-06,11:09:00,18554.0,18555.0,18546.75,18549.05,0
2023-06-06,11:12:00,18547.8,18552.15,18545.4,18551.4,0
2023-06-06,11:15:00,18550.8,18553.0,18542.3,18545.1,0
2023-06-06,11:18:00,18545.2,18547.85,18540.6,18541.4,0
2023-06-06,11:21:00,18540.55,18548.45,18540.2,18547.75,0
2023-06-06,11:24:00,18546.95,18558.3,18546.2,18558.3,0
2023-06-06,11:27:00,18558.9,18560.0,18555.6,18558.45,0
2023-06-06,11:30:00,18558.5,18558.5,18553.45,18554.85,0
2023-06-06,11:33:00,18554.4,18555.0,18550.5,18551.45,0
